"CompanyId","CompanySiteID","CompanyName","PostToWebsite","Visible","Researcher","Cohort","DateLastUpdated","RefreshSchedule","NextRefresh","RelevantParentCompany","RelevantSubsidiaryCompanies","AllAliases","FirstEightAliases","AllOtherAliases","CompanyWebsite","Majorcompanybrands","HeadquarterCountry","PublicOrPrivate","TickerSymbol","Sector","Industry","MarketCapitalizationDisclosed","MarketCapitalization","AnnualRevenueDisclosed","AnnualRevenue","FinancesCurrency","MarketCapitalizationInUsd","AnnualRevenueInUsd","FinancesCurrentAsOf","TwitterHandle","SustainabilityReporting","SustainabilityCommodityReporting","CommodityReportedon","SustainabilityReportingYear","AcknowledgeDeforestationIssue","AcknowlDeforestationwithCommod","CDP2015_voluntaryoffsetbuyer","PromiseFuturDeforestationCommit","CommodityTypeofFutureCommit","GeneralCommitment","SoyCommitment","PalmCommitment","TimberPulpCommitment","CattleCommitment","TotalCommitments","DormantCommPresent","NumberOfAssessments","NumberOfRelatedActivities","CreatedAt","ModifiedAt","VoluntaryOffsets","Researcher_Other","UpdatedNotes"
"1247","","Edelweiss GmbH & Co. KG","","","","","","-","","","","","","","Edelweiss GmbH & Co. KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"1248","","EDF","Notes included","","Philip","","9/28/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:52 AM","","",""
"1249","","Edgmond Foods Ltd","","","","","","-","","","","","","","Edgmond Foods Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"1250","","EDISON INTERNATIONAL CONCEPT & AGENCIES","No exposure","","Jonathan","","2/22/2016","-","","","","","","","www.edison.nl","","Netherlands","Private","Private","Printing","Business/Consumer Services","","","","","EUR","0","0","2/22/2016","Edisonint","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"1251","","EFES","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:52 AM","","",""
"1252","","EFKO Food Ingredients LLC","","","","","","-","","","","","","","EFKO Food Ingredients LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"1253","","EGG FARMERS OF CANADA","No exposure","","Jonathan","","3/10/2016","-","","","","","","","www.eggs.ca","","Canada","Private","","Farming","Agriculture","No","","No","","","","","","eggsoeufs","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"1254","","Egli M\FChlen AG / Egli Handels AG","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"1255","","Egmont Publishing companies mbH","Notes included","","Philip","","10/7/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:52 AM","","",""
"1463","","Focus (DIY)","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:58 AM","","",""
"1464","2409","Fonterra","Yes","yes","Nathan","2017","1/23/2019","9 Month","5/18/2018","","Anchor Food Professionals, NZMP Ingredients, RD1, Soprole, Farm Source, Anchor Ethanol","Fonterra Co-operative Group Ltd","Fonterra Co-operative Group Ltd","","https://www.fonterra.com/nz/en.html","","New Zealand","Publicly traded","NZX: FCG","Food Products","Consumer Goods","","7590000000.0000","","20440000000.0000","NZD","6575025320","11263987600","2018","Fonterra","","","","","","","","","","","No","Yes","No","No","2","","0","2","","2/13/2019 5:22:08 PM","","","Company URL, Market cap, Annual revenue, finance year, researcher"
"1465","","Food Basics","","","","","","-","","","","","","","Food Basics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"1466","","Food Reg AG","","","","","","-","","","","","","","Food Reg AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"1467","","FOODDRINKEUROPE","No exposure","","Jonathan","","3/11/2016","-","","","","","","","www.fooddrinkeurope.eu","","Belgium","Private","","Business Support Services","Retail/Wholesale","No","","No","","","","","","FoodDrinkEU","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:58 AM","","",""
"1468","","FoodFlo International Limited","","","","","","-","","","","","","","FoodFlo International Limited","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"1469","","Foodstuffs Own Brands Ltd","","","","","","-","","","","","","","Foodstuffs Own Brands Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"1470","","Foreign Trade Association","No exposure","","Philip","","3/23/2016","-","","","","","","","www.fta-intl.org","","Belgium","Private","Private","","","No","","No","","EUR","","","","fta_intl","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"1471","","Foreside Pty Ltd t/as Corrynnes Natural Soap","","","","","","-","","","","","","","Foreside Pty Ltd t/as Corrynnes Natural Soap","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"1472","","Forest Certification LLC (FC)","","","","","","-","","","","","","","www.fcert.ru","","RUSSIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:58 AM","","",""
"1473","","Forest Company Ltd. (the)","","","","","","-","","","","","","","","","UNITED KINGDOM","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"1474","","Forest Enterprise","","","","","","-","","","","","","","","","UNITED KINGDOM","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"1475","","Forest Leather Co","","","","","","-","","","","","","","www.forestleather.com.tw","","Taiwan","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","1","","1/26/2019 2:14:58 AM","","",""
"1653","","Goldman Sachs","Notes included","","Philip","","5/26/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","2/12/2019 4:40:47 PM","Yes","",""
"1654","","Goldsmiths","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:40 AM","","",""
"1655","","Golpasz","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:40 AM","","",""
"1656","","Gong Verlag GmbH & Co. KG","Notes included","","Philip","","10/7/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:40 AM","","",""
"1657","","Good Groceries Company","","","","","","-","","","","","","","Good Groceries Company","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"1658","","Good Leather Company","","","","","","-","","","","","","","http://www.goodleathergroup.com","","India","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","1","","1/26/2019 2:14:40 AM","","",""
"1659","","GOOD WHEY COMPANY","No - profiled under other name","","Jonathan","","3/11/2016","-","","Volac","","Upbeat","Upbeat","","www.thegoodwhey.com","","United Kingdom","Private","goodwhey","Food Products","Consumer Goods","No","","No","","","","","","","","","","","","","","","","","No","No","No","No","0","","0","0","","2/13/2019 5:22:08 PM","","",""
"1660","","GoodFuels","","","","","","-","","","","","","","http://goodfuels.com/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"1661","2529","Goodhope Asia Holdings","Yes","yes","Jonathan","2018","12/21/2018","6 Month","11/11/2017","Carson Cumberbatch","Premium Nutrients, Premium Fats, Premium Vegetable Oils, PT Agro Bukit, PT Agro Wana Lestari","","","","www.goodhopeholdings.com","","Singapore","Publicly traded","Subsidiary","Farming","Agriculture","Subsidiary","","","","","","","","","","","","","","","","","","","No","Yes","No","No","1","","0","1","","1/26/2019 2:14:40 AM","","",""
"1662","","GoodLight Natural Candles, LLC","","","","","","-","","","","","","","GoodLight Natural Candles, LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"1663","87","Goodman Fielder","Yes","yes","Nathan","2016","3/27/2018","9 Month","12/27/2018","Wilmar, First Pacific","Ernest Adams Ltd., Natures Over Limited, La Famiglia Fine Foods Pty Limited, Hansells Limited","Cornwell's, Country Life Bakery, Crisco, Edmonds, Ernest Adams, ETA, Freya's Continental Style Bread, Gold'n Canola, Helga's Continental Bakehouse, Holbrooks, Huttons, Irvines, La Famiglia, Meadow Fresh, Meadow Lea, Mighty Soft, Molenberg, Mother's Choice, Olivani, Olive Grove, Pampas, Paradise, Praise, Puhoi Cheese, Quality Bakers, Tararua, Vogel's, White Wings","Cornwell's,  Country Life Bakery,  Crisco,  Edmonds,  Ernest Adams,  ETA,  Freya's Continental Style Bread,  Gold'n Canola"," Helga's Continental Bakehouse,  Holbrooks,  Huttons,  Irvines,  La Famiglia,  Meadow Fresh,  Meadow Lea,  Mighty Soft,  Molenberg,  Mother's Choice,  Olivani,  Olive Grove,  Pampas,  Paradise,  Praise,  Puhoi Cheese,  Quality Bakers,  Tararua,  Vogel's,  White Wings","www.goodmanfielder.com","","Australia","Private","Private","Food Products","Consumer Goods","No","","No","","AUD","","","","","","","","","","","","","","","No","Yes","Potential","No","1","","7","2.5","","2/13/2019 5:22:08 PM","","","Subsidiaries"
"1664","","Gore & Associates","","","","","","-","","","","","","","www.gore.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"1665","","G\F6teborgs Food Budapest Zrt.","","","","","","-","","","","","","","G\F6teborgs Food Budapest Zrt.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"1952","","Hunchun Forest Bureau","","","","","","-","","","","","","","","","China","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1953","","Hung Fu Leather Co","","","","","","-","","","","","","","","","Vietnam","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","1","","1/26/2019 2:14:34 AM","","",""
"1954","","Hung Sheng Tannery Co Ltd","","","","","","-","","","","","","","www.hstannery.com.tw/zh.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1955","","Huntsman","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1956","","Huntsman International LLC. (Huntsman (Europe) BVBA)","","","","","","-","","","","","","","Huntsman International LLC. (Huntsman (Europe) BVBA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1957","","Hutchison Whampoa","No - profiled under subsidiary","","Jonathan","","4/12/2017","12 Month","4/12/2018","Cheung Kong Holdings","A.S. Watson Group","","","","www.hutchison-whampoa.com","","Hong Kong","","","Diversified Holding Companies","Consumer Goods","","","","448000000000.0000","HKD","0","57585024000","4/12/2017","","","","","","","","","","","","","","","","0","","1","0","","1/26/2019 2:14:34 AM","","",""
"1958","","Hutchison Whampoa Ltd.","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","0","","1/26/2019 2:14:34 AM","","",""
"1959","","H\FCtthaler KG","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1960","","HVP Plantations","","","","","","-","","","","","","","www.hvp.com.au","","AUSTRALIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1961","","Hydrior AG","","","","","","-","","","","","","","Hydrior AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1962","","Hy-Plains Feedyard","No commitment, has exposure","","Philip","","11/22/2016","12 Month","11/22/2017","","","","","","www.hy-plainsfeedyard.com","","","","","Food Products","Consumer Goods","No","","No","","USD","","","11/22/2016","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"1963","","Hyundai Development Company","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","0","","1/26/2019 2:14:34 AM","","",""
"1964","","I.L.E.C.","No exposure","","Ben","","3/22/2016","-","","","","","","","www.ilec.asso.fr","","","","","","","","","","","","","","","","","","","","","","","","","","no","no","no","no","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2098","","IPP LOGIPAL","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:46 AM","","",""
"2099","","IQNET Association","No exposure","","Ben","","3/22/2016","-","","","","","","","www.iqnet-certification.com","","","","","","","","","","","","","","","","","","","","","","","","","","no","no","no","no","0","","0","0","","1/26/2019 2:14:46 AM","","",""
"2100","","IRCA S.r.l.","","","","","","-","","","","","","","IRCA S.r.l.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2101","","IREKS GmbH","","","","","","-","","","","","","","IREKS GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2102","","IRI","No exposure","","Ben","","3/22/2016","-","","","","","","","www.iriworldwide.com","","France","","","","","","","","","","","","","","","","","","","","","","","","no","no","no","no","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2103","","ISA \96 Social and Environmental Institute","No exposure","","Jonathan","","11/22/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:46 AM","","",""
"2104","","ISA Industrial","","","","","","-","","","ISA Tantek","Liteleather","Liteleather","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0.25","","2/13/2019 5:22:08 PM","","",""
"2105","","ISA Tan Tec","","","","","","-","","","","","","","www.liteleather.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2106","","Isabella Oliver","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2107","","ISACert B.V.","","","","","","-","","","","","","","ISACert B.V.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2108","","Isa-Traesko","","","","","","-","","","","","","","http://www.isa-traesko.de","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2109","","ISKO","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2110","","Isuzu Motors","","","Jonathan","","5/25/2017","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","0","","1/26/2019 2:14:46 AM","","",""
"2111","","ITALCANDITI S.P.A.","","","","","","-","","","","","","","ITALCANDITI S.P.A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2112","","Italpelli","","","","","","-","","","","","","","http://italpelli.it/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2270","","Kings International","","","","","","-","","","","","","","http://www.kings-international.net","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"2271","1926","Kingspan Group","Yes","yes","Jonathan","2016","4/26/2017","Predictable","Predictable","","Kingspan Access Floors, Kingspan Insulation","","","","www.kingspan.com","","Ireland","Publicly traded","Dublin: KRX","Materials","Real Estate/Construction","","5630000000.0000","","3110000000.0000","EUR","6113791530","3377245410","4/26/2017","KingspanIP_NA","","","","","","","","","","","No","No","Yes","No","1","","3","2","","1/26/2019 2:14:40 AM","","",""
"2272","","Kinnarps AB","","","","","","-","","","","","","","www.kinnarps.se","","SWEDEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","2","","1/26/2019 2:14:40 AM","","",""
"2273","","Kinnerton (Confectionery) Company Ltd","","","","","","-","","","","","","","Kinnerton (Confectionery) Company Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"2274","129","Kirin Holdings","Yes","yes","Laura","2016","9/12/2018","9 Month","10/31/2018","","Lion Beer, Mercian Corporation, Eishogen Co., Four Roses Distillery, Castlemaine Perkins, Yo-Ho Brewing company, Industria Agricola Tozan, Interfood Shareholding company, Berri Limited","","","","www.kirinholdings.co.jp","","Japan","Public","JP: 2503","Alcoholic Beverages/Drinks","Consumer Goods","","2560000000000.0000","","1860000000000.0000","JPY","21683090000","17548960000","2017","Kirin_Company","","","","","","","","","","","No","Yes","Yes","No","3","","1","3","","1/26/2019 2:14:40 AM","","","market capitalization, annual revenue, finance year, hq country, ticker"
"2275","","KIRKBI A/S ","","","Philip","","6/13/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:40 AM","","",""
"2276","","Kitchen Depot","","","","","","-","","","","","","","","","United Kingdom","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","0","","1/26/2019 2:14:40 AM","","",""
"2277","","KKSK Tanning Co","","","","","","-","","","","","","","www.kksktannery.in","","India","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","1","","1/26/2019 2:14:40 AM","","",""
"2278","130","Klabin","Yes","yes","Philip","2016","3/29/2018","Predictable","Predictable","Klabin Irmaos e Cia.","","Lyptus Cel, Pine Cel, Pine Fluff","Lyptus Cel,  Pine Cel,  Pine Fluff","","www.klabin.com.br/pt","","Brazil","Publicly traded","BR: KLBN4","Containers/Packaging","Industrial Goods","","24960000000.0000","","8370000000.0000","BRL","6174255360","2070453420","3/29/2018","","","","","","","","","","","","No","No","Yes","No","1","","5","3","","2/13/2019 5:22:08 PM","","",""
"2279","","Klafa-Chocola","","","","","","-","","","","","","","Klafa-Chocola","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:40 AM","","",""
"2280","1721","KLM (Royal Dutch Airlines)","yes","yes","An","2016","12/27/2018","9 Month","12/30/2017","Air France KLM S.A.","transavia.com, Martinair","","","","www.klm.com","","Netherlands","Publicly traded","AFLYY","Passenger Airlines","Transportation/Logistics","","4460000000.0000","","25780000000.0000","EUR","2139284070","28299361860","10/31/2018","KLM","","","","","","","","","","","Yes","Yes","Former","No","2","","2","1.5","","1/26/2019 2:14:40 AM","","","ticker, market cap, annual rev"
"2518","","Maitre Paul B.V.","","","","","","-","","","","","","","Maitre Paul B.V.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2519","","Maitre Prunille SAS","","","","","","-","","","","","","","Maitre Prunille SAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2520","","Majestica Wine Warehouses","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2521","","Makalot Industrial Co.","Notes included","","Philip","","1/6/2017","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:34 AM","","",""
"2522","","Makalot Industrial Company","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:34 AM","","",""
"2523","","Makani Sp z o.o.","","","","","","-","","","","","","","Makani Sp z o.o.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2524","","Makin Group","","","","","","-","","","","","","","","","Indonesia","Private","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","0","","1/26/2019 2:14:34 AM","","",""
"2525","","Malaysia Airport Holdings Berhad","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","3","0","","1/26/2019 2:14:34 AM","","",""
"2526","","Malaysian Agri Hi-Tech Sdn Bhd","","","","","","-","","","","","","","Malaysian Agri Hi-Tech Sdn Bhd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2527","","Malaysian Biodiesel Association (MBA)","","","","","","-","","","","","","","Malaysian Biodiesel Association (MBA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2528","","Malaysian Estate Owners' Association","","","","","","-","","","","","","","Malaysian Estate Owners' Association","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2529","","Malaysian Palm Oil Association","","","","","","-","","","","","","","Malaysian Palm Oil Association","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2530","","Malwee","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:34 AM","","",""
"2531","","Mamas and Papas","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2532","","Man Lai Plastic Co","","","","","","-","","","","","","","www.manlai.com.tw","","Taiwan","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","1","","1/26/2019 2:14:34 AM","","",""
"2638","","Microsoft","No commitment, has exposure","","Jonathan","","8/30/2016","12 Month","8/30/2017","","","","","","www.microsoft.com","","United States","Publicly traded","Nasdaq: MSFT","Software","Technology","","452750000000.0000","","84700000000.0000","USD","452750000000","84700000000","8/30/2016","Microsoft","","","","","","","","","","","No","No","No","No","0","","0","2","","2/12/2019 4:40:47 PM","Yes","",""
"2875","","Nova Scotia Woodlot Owners and Operators Association","","","","","","-","","","","","","","www.nswooa.ca","","CANADA","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2876","","Novita Shoes","Notes included","","Philip","","9/29/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:34 AM","","",""
"2877","","Novolex","No commitment, has exposure","","Jonathan","","9/22/2016","12 Month","9/22/2017","","","","","","www.novolex.com","","United States","Private","Private","Containers/Packaging","Basic Materials/Resources","No","","No","","","","","","","","","","","","","","","","","No","No","No","No","0","","0","0","","1/26/2019 2:14:34 AM","","",""
"2878","","Novozymes","No exposure","","Jonathan","","11/30/2016","-","","","Novo Group","","","","www.novozymes.com","","Denmark","Publicly traded","Denmark: OMX","Biotechnology","Health Care/Life Sciences","","73870000000.0000","","14000000000.0000","DKK","10749488530","2037266000","11/30/2016","Novozymes","","","","","","","","","","","","","","","0","","0","4","","1/26/2019 2:14:34 AM","","",""
"2879","","Novozymes","No commitment, has exposure","","Jonathan","","11/30/2016","12 Month","11/30/2017","","","","","","www.novozymes.com/en","","Denmark","Publicly traded","Denmark: OMX","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","2","","1/26/2019 2:14:34 AM","","",""
"2880","","NSF","","","","","","-","","","","","","","www.nsf.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2881","","NTUC FairPrice","No commitment, has exposure","","Ciro","","9/5/2018","12 Month","7/21/2018","National Trade Union Congress (NTUC)","","Cheers, Fair Price, Fair Price Finest, Fair Price Xpress, Fair Price Xtra, N T U C Fairprice Cooperative","Cheers,  Fair Price,  Fair Price Finest,  Fair Price Xpress,  Fair Price Xtra,  N T U C Fairprice Cooperative","","www.fairprice.com.sg","","Singapore","Private","Private","Consumer Staples","Consumer Goods","No","","No","","","","","7/21/2017","FairPriceSG","","","","","","","","","","","No","Yes","Yes","No","0","","2","2","","2/13/2019 5:22:08 PM","","","Country"
"2882","","NUOVA SESAC,SL","","","","","","-","","","","","","","NUOVA SESAC,SL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2883","","NUTKAO s.r.l.","","","","","","-","","","","","","","NUTKAO s.r.l.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"2884","168","Nutreco International","Yes","yes","An","2016","2/21/2018","9 Month","11/21/2018","SVC Holdings","Skretting","Grupo SADA, Hendrix, Ingra Food, Landmark Feeds, Life Start, Micro Balance, Milkiwean, Optiline, Presan, Protec, Shur Gain, Skretting, Trouw","Grupo SADA,  Hendrix,  Ingra Food,  Landmark Feeds,  Life Start,  Micro Balance,  Milkiwean,  Optiline"," Presan,  Protec,  Shur Gain,  Skretting,  Trouw","www.nutreco.com","","Netherlands","Private","Private","Farming","Consumer Goods","No","","","5700000000.0000","EUR","","6189806700","10/18/2016","Nutreco","","","","","","","","","","","Yes","Yes","No","No","3","","6","4","","2/13/2019 5:22:08 PM","","",""
"2885","","Nutriswiss AG","","","","","","-","","","","","","","Nutriswiss AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
"3083","","Pinneco Research Ltd.","No - profiled under other name","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:34 AM","","",""
"3084","","Pioneer Foods","No commitment, has exposure","","Jonathan","","7/24/2017","12 Month","7/24/2018","","Bokomo Foods, Alpen Foods, Bowman Ingredients, Future Life","Ceres, Duens, Liqui-Fruit, Safari, Sasko, Spekko, WEET-BIX, White Star Super Maize Meal","Ceres,  Duens,  Liqui-Fruit,  Safari,  Sasko,  Spekko,  WEET-BIX,  White Star Super Maize Meal","","www.pioneerfoods.co.za","","South Africa","Publicly traded","ZA: PFG","Food Products","Consumer Goods","","34380000000.0000","","20600000000.0000","ZAR","2112066540","1265519800","7/24/2017","","","","","","","","","","","","No","No","No","No","0","","0","1.25","","2/13/2019 5:22:08 PM","","",""
"3085","","Piotr I Pawel","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:34 AM","","",""
"3086","","Piper Verlag GmbH","Notes included","","Philip","","10/7/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:34 AM","","",""
"3087","","Pittards","","","","","","-","","","","","","","www.pittardsleather.com/","","United Kingdom","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","1","","1/26/2019 2:14:34 AM","","",""
"3088","","PKP Titan","","","","","","-","","","","","","","","","Russia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:34 AM","","",""
