"CompanyId","CompanySiteID","CompanyName","PostToWebsite","Visible","Researcher","Cohort","DateLastUpdated","RefreshSchedule","NextRefresh","RelevantParentCompany","RelevantSubsidiaryCompanies","AllAliases","FirstEightAliases","AllOtherAliases","CompanyWebsite","Majorcompanybrands","HeadquarterCountry","PublicOrPrivate","TickerSymbol","Sector","Industry","MarketCapitalizationDisclosed","MarketCapitalization","AnnualRevenueDisclosed","AnnualRevenue","FinancesCurrency","MarketCapitalizationInUsd","AnnualRevenueInUsd","FinancesCurrentAsOf","TwitterHandle","SustainabilityReporting","SustainabilityCommodityReporting","CommodityReportedon","SustainabilityReportingYear","AcknowledgeDeforestationIssue","AcknowlDeforestationwithCommod","CDP2015_voluntaryoffsetbuyer","PromiseFuturDeforestationCommit","CommodityTypeofFutureCommit","GeneralCommitment","SoyCommitment","PalmCommitment","TimberPulpCommitment","CattleCommitment","TotalCommitments","DormantCommPresent","NumberOfAssessments","NumberOfRelatedActivities","CreatedAt","ModifiedAt","VoluntaryOffsets","Researcher_Other","UpdatedNotes"
"1594","","Georg Parlasca Keksfabrik GmbH","","","","","","-","","","","","","","Georg Parlasca Keksfabrik GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"1595","","Georg Plange GmbH & Co. KG","","","","","","-","","","","","","","Georg Plange GmbH & Co. KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"1596","","George Clothing","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:58 AM","","",""
"1597","","George Weston","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:58 AM","","",""
"1598","","Georgia-Pacific (G-P)","","","","","","-","","","","","","","www.gp.com/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","2","","1/26/2019 2:14:58 AM","","",""
"1599","","GEOX SpA","","","","","","-","","","","","","","www.geox.biz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"1600","","German Post AG","Notes included","","Philip","","10/7/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:58 AM","","",""
"1601","","German Taschenbuchverlag GmbH & Co.KG","Notes included","","Philip","","10/7/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:58 AM","","",""
"1602","","Gesco Consorzio Cooperative","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"1603","","Getti Quimica Ltda","","","","","","-","","","","","","","www.getti.com.br","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"1604","","GFA Certification GmbH","","","","","","-","","","","","","","www.gfa-certification.de","","GERMANY","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:58 AM","","",""
"1605","","GFK","No exposure","","Philip","","2/5/2016","-","","","","","","","ww.gfk.com","","GERMANY","Publicly traded","Frankfurt: GFK","Advertising/Marketing/Public Relations","Business/Consumer Services","","1250000000.0000","","1540000000.0000","EUR","1357413750","1672333740","4/13/2016","","","","","","","","","","","","No","No","No","No","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"1606","","GG Organics Exports P","","","","","","-","","","","","","","www.ggorganics.co.in","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:58 AM","","",""
"1802","","Hallotex","","","","","","-","","","","","","","www.hallotex.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"1803","","HallStar Company","","","","","","-","","","","","","","The HallStar Company","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"1804","","Hamlet","No commitment, has exposure","no","Jonathan","","6/27/2017","12 Month","6/27/2018","","","","","","www.hamlet.be","","Belgium","Private","Private","Food Products","Consumer Goods","No","","No","","","","","","","","","","","","","","","","","No","No","No","No","0","","1","1","","1/26/2019 2:14:52 AM","","",""
"1805","","Hammerm\FChle c/o Agrokommerz AG","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"1806","","Hanbo Enterprises Holdings","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"1807","","Hanes","","","","","","-","","","","","","","www.hanes.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","3","","1/26/2019 2:14:52 AM","","",""
"1808","","Hanesbrands Inc.","Notes included","","Philip","","1/6/2017","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:52 AM","","",""
"1809","","Hangzhou Green Home Food Co., Ltd","","","","","","-","","","","","","","Hangzhou Green Home Food Co., Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"1810","","Hangzhou Wahaha Group","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","0","","1/26/2019 2:14:52 AM","","",""
"1811","","Hanina GmbH - Feine Backwaren","","","","","","-","","","","","","","Hanina GmbH - Feine Backwaren","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"1812","","Hankkija","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:52 AM","","",""
"1813","","Hanna-Feinkost AG","","","","","","-","","","","","","","Hanna-Feinkost AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"1814","","Hanns G. Werner GmbH + Co. KG","","","","","","-","","","","","","","Hanns G. Werner GmbH + Co. KG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"1815","","Hans Segm\FCller Polsterm\F6belfabrik GmbH & Co. KG","Notes included","","Philip","","10/7/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:52 AM","","",""
"1816","","Hanson Plywood","","","","","","-","","","","","","","http://www.hanson-plywood.co.uk/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"2001","","IJM Plantations Berhad","","","","","","-","","IJM Corporation","","","","","IJM Plantations Berhad","","Malaysia","Publicly traded","","","","","","","","","","","8/9/2017","","","","","","","","","","","","","","","","0","","3","0","","1/26/2019 2:14:52 AM","","",""
"2002","109","Ikea","Yes","Yes","Jonathan","2016","9/27/2018","6 Month","9/7/2017","Stichting INGKA Foundation","INGKA Holdings, Inter Ikea Systems, IKEA Industry Novgorod, IKEA Supply AG","IKEA Services AB","IKEA Services AB","","www.ikea.com","","Netherlands","Private","Private","Furniture","Retail/Wholesale","No","","","35074000000.0000","EUR","","38087943894","1/1/2017","IKEA","","","","","","","","","","","Potential","Yes","Yes","Yes","4","","9","9","","2/13/2019 5:22:08 PM","","",""
"2003","","IKEDA CORPORATION","","","","","","-","","","","","","","IKEDA CORPORATION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"2004","","IL VECCHIO FORNO ARTIGIANO SRL","","","","","","-","","","","","","","IL VECCHIO FORNO ARTIGIANO SRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"2005","","Ilha Pura Emprendimentos Imobiliarios","","","","","","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","1","0","","1/26/2019 2:14:52 AM","","",""
"2006","","Ilim Group","","","","","","-","","International Paper, Ilim Holding","","","","","","","Russia","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"2007","","ILLYCAFFE","No commitment, has exposure","","Ciro","","8/10/2018","12 Month","9/15/2017","","","","","","www.illy.com","","Italy","Private","Private","Farming","Agriculture","No","","No","","EUR","","","9/15/2016","illycaffe","","","","","","","","","","","","","","","0","","0","2","","1/26/2019 2:14:52 AM","","","Country"
"2008","","IMACE","","","","","","-","","","","","","","IMACE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"2009","","Imaflora - Instituto de Manejo e Certifica\E7\E3o Florestal e Agr\EDcola","No exposure","","Jonathan","","11/22/2016","-","","","","","","","","","Brazil","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","","1/26/2019 2:14:52 AM","","",""
"2010","","IMCD Benelux N.V.","","","","","","-","","","","","","","IMCD Benelux N.V.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"2011","","IMCOPA","Notes included","","Philip","","10/18/2016","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:52 AM","","",""
"2012","","Immediate Media Company","","","","","","-","","","","","","","","","United Kingdom","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","2","2","","1/26/2019 2:14:52 AM","","",""
"2185","2648","Jordans and Ryvita Company","yes","yes","An","2016","12/27/2018","9 Month","12/28/2017","Associated British Foods","","","","","www.jordanscereals.co.uk","","United Kingdom","Private","Subsidiary","Food Products","Consumer Goods","No","","No","","GBP - British Pound","","","","JordansCereals","","","","","","","","","","","No","Yes","No","No","1","","1","1.5","","1/26/2019 2:14:46 AM","","","privately held, currency, market cap, annual rev"
"2186","","Josef Manner & Comp. AG","","","","","","-","","","","","","","Josef Manner & Comp. AG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2187","","Josovina Commodities Pte Ltd","","","","","","-","","","","","","","Josovina Commodities Pte Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2188","","JRB Consultoria Ambiental","","","","","","-","","","","","","","www.jrbconsultoria.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2189","","JSC ""Latvijas valsts me\9Ei"" (Latvia's State Forest)","","","","","","-","","","","","","","www.lvm.lv","","LATVIA","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2190","","JUABEN OIL MILLS LTD","","","","","","-","","","","","","","JUABEN OIL MILLS LTD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2191","","Juchem Food Ingredients GmbH","","","","","","-","","","","","","","Juchem Food Ingredients GmbH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2192","","Juken New Zealand Ltd","","","","","","-","","","","","","","www.jnl-ms.co.nz","","NEW ZEALAND","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2193","","Jules Brochenin SA France","","","","","","-","","","","","","","Jules Brochenin SA France","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2194","119","Jumbo Supermarkten","Yes","yes","Jonathan","2016","5/3/2017","9 Month","2/3/2018","Van Eerd Group","","Superde Boer","Superde Boer","","www.jumbo.com","","Netherlands","Private","Private","Food Retailers & Wholesalers","Retail/Wholesale","No","","No","","","","","","JumboSupermarkt","","","","","","","","","","","Yes","Yes","Yes","No","3","","6","2","","2/13/2019 5:22:08 PM","","",""
"2195","","Jungle Nuts","No exposure","no","Jonathan","","5/1/2017","-","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2196","","JUST LOVE FOOD COMPANY","","","","","","-","","","","","","","JUST LOVE FOOD COMPANY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2197","","Just Oil and Grain","","","","","","-","","","","","","","Just Oil and Grain Pte Ltd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","1","","1/26/2019 2:14:46 AM","","",""
"2306","2194","Kraft Heinz","Yes","yes","Philip","2017","10/12/2016","9 Month","7/12/2017","","","ABC, Capri Sun, Classico, Heinz, Kool-Aid, Kraft, Lunchables, Maxwell House, Ore-Ida, Philadelphia, Planters, Plasmon, Quero, Velveeta, Weight Watchers Smart Ones","ABC,  Capri Sun,  Classico,  Heinz,  Kool-Aid,  Kraft,  Lunchables,  Maxwell House"," Ore-Ida,  Philadelphia,  Planters,  Plasmon,  Quero,  Velveeta,  Weight Watchers Smart Ones","www.kraftheinzcompany.com","","United States","Publicly traded","Nasdaq: KHC","Food Products","Consumer Goods","","106230000000.0000","","18340000000.0000","USD","106230000000","18340000000","10/12/2016","KraftHeinzCo","","","","","","","","","","","No","Yes","No","No","1","","8","3","","2/13/2019 5:22:08 PM","","",""
"2307","133","Krispy Kreme","Yes","yes","Philip","2016","10/12/2016","12 Month","10/12/2017","JAB Beech","krispykreme","Original Glazed","Original Glazed","","www.krispykreme.com","","United States","Publicly traded","NYSE:KKD","Restaurants & Bars","Consumer Goods","","1090000000.0000","","518710000.0000","USD","1090000000","518710000","10/12/2016","Krispy Kreme U.K. Limited","","","","","","","","","","","No","Yes","No","No","1","","5","1","","2/13/2019 5:22:08 PM","","",""
"2308","134","Kroger","Yes","yes","Philip","2016","10/1/2018","6 Month","1/13/2018","","","ABOUND, Big K, Comfortsfor Baby, Dillons Food Stores, Food4less, Fred Meyer, Fry's Food & Drug, Harris Teeter, Hemis Fares, Heritage Farm, Hims Fares, Jay C/ Ruler, King Soopers, Kwik Shop, Loaf' N Jug, LUVESOME, Pet Pride, Private Selection, Quality Food Centers, Quik Shop, Ralphs, Roundy's, Simple Truth, Smith's, Tom Thumb, Turkey Hill Minit Markets","ABOUND,  Big K,  Comfortsfor Baby,  Dillons Food Stores,  Food4less,  Fred Meyer,  Fry's Food & Drug,  Harris Teeter"," Hemis Fares,  Heritage Farm,  Hims Fares,  Jay C/ Ruler,  King Soopers,  Kwik Shop,  Loaf' N Jug,  LUVESOME,  Pet Pride,  Private Selection,  Quality Food Centers,  Quik Shop,  Ralphs,  Roundy's,  Simple Truth,  Smith's,  Tom Thumb,  Turkey Hill Minit Markets","www.kroger.com","","United States","Publicly traded","NYSE: KR","Food Retailers & Wholesalers","Retail/Wholesale","","20460000000.0000","","115340000000.0000","USD","20460000000","115340000000","7/13/2017","kroger","","","","","","","","","","","No","Yes","Yes","No","2","","6","3","","2/13/2019 5:22:08 PM","","",""
